,Produto,EAN,Marca,Descrição
3406,Carvedilol 25mg 60 Comprimidos Legrand,7894916147965,LEGRAND GENERICOS,"Indicação: O carvedilol é indicado para tratamento de hipertensão arterial, isoladamente ou em associação a outros agentes anti-hi pertensivos, especialmente diuréticos tiazídicos. Angina do peito: o carvedilol demonstrou eficácia clínica no controle das crises de angina do peito. Dados preliminares de estudos indicaram eficácia e segurança do uso do carvedilol em pacientes com angina instável e isquemia silenciosa do miocárdio. Insuficiência cardíaca congestiva: o carvedilol é indicado para tratamento de pacientes com insuficiência cardíaca congestiva leve, moderada e grave, de etiologia isquêmica e não isquêmica. Em adição à terapia padrão (inibidores da enzima conversora de angiotensina, diuréticos e digital opcional), o carvedilol de mostrou reduzir a morbidade (hospitalizações cardiovasculares e melhora do bem estar do paciente) e a mortalidade, bem como a progressão a doença. Pode ser usado como adjunto à terapia padrão, em pacientes incapazes de tolerar inibidores da ECA e também em pacientes que não estejam recebendo tratamento com digitálicos, hidralazina ou nitratos. De acordo com os resultados de um estudo (Copernicus), o carvedilol é eficaz e bem tolerado em pacientes com insuficiência cardíaca crônica grave.
Contraindicação: O carvedilol é contraindicado em paciente com: hipersensibilidade conhecida ao carvedilol ou a qualquer dos componentes do produto; insuficiência cardíaca descompensada, que exija terapia inotrópica intravenosa; insuficiência hepática clinicamente manifesta; Como com qualquer outro beta bloqueador, carvedilol não deve ser usado em pacientes com asma brônquica ou doença pulmonar obstrutiva crônica (DPOC) com componente broncoespástico; bloqueio AV de segundo ou terceiro grau; bradicardia grave (< 50 bpm); síndrome do nó sinusal (incluindo bloqueio sinoatrial); choque cardiogênico; hipotensão grave (pressão arterial sistólica < 85 mHg).
VENDA SOB PRESCRIÇÃO MÉDICA; NÃO UTILIZE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA, PODE SER PERIGOSO PARA SUA SAÚDE."
3407,Artrotop Creme Corporal 50G,7896094918757,HYPERA,
3408,Domperidona 1mg Suspensão Oral 100ml Eurofarma,7891317452971,EUROFARMA - GEN,"Esse medicamento é destinado ao tratamento de: - Síndromes dispépticas frequentemente associadas a um retardo de esvaziamento gástrico, refluxo gastroesofágico e esofagite: - sensação de empachamento epigástrico, saciedade precoce, distensão abdominal, dor abdominal alta; - eructação, flatulência; - náuseas e vômitos; - azia, queimação epigástrica com ou sem regurgitação de conteúdo gástrico. - Náuseas e vômitos de origem funcional, orgânica, infecciosa ou alimentar ou induzidas por radioterapia ou tratamento medicamentoso (anti-inflamatórios, antineoplásicos). Uma indicação específica são as náuseas e vômitos induzidos pelos agonistas dopaminérgicos usados no tratamento da Doença de Parkinson como a L-dopa e bromocriptina.
DOMPERIDONA 1MG É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE UM MÉDICO OU UM FARMACÊUTICO. LEIA A BULA."
3409,Hidroquinona 40mg Creme 30g Legrand,7894916145558,LEGRAND GENERICOS,"Para que serve: A hidroquinona é indicada no clareamento gradual de manchas como melasmas, sardas, melanoses solares, e outras condições em que ocorrem hiperpigmentação por produção excessiva de melanina.

Contraindicação:
A Hidroquinona é contraindicada a pacientes hipersensíveis à Hidroquinona ou a qualquer componente da fórmula.

Como usar:
Aplicar uma fina camada de Hidroquinona na área a ser tratada, duas vezes ao dia, ou a critério médico.HIDROQUINONA 40MG É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE UM MÉDICO OU UM FARMACÊUTICO. LEIA A BULA."
3410,Olmy Anlo 40MG 30 Comprimidos,7894916510325,EMS,
3411,Alivium Suspensão 100Ml,7891142115508,MANTECORP/FARMASA - OL,
3412,Atorvastatina Cálcica 80mg 30 Comprimidos EMS,7896004729459,EMS GENÉRICO,"A Atorvastatina Cálcica comprimidos revestidos é indicada para tratamento de: - hipercolesterolemia (aumento da quantidade de colesterol no sangue) isolada; - hipercolesterolemia associada à hipertrigiceridemia (aumento dos níveis sanguíneos de outro tipo de gordura); - hipercolesterolemia associada à redução dos níveis sanguíneos de HDL (tipo de colesterol); - hipercolesterolemia associada à hipertrigiceridemia e associado também a redução dos níveis sanguíneos de HDL . Inclusive hipercolesterolemias de transmissão genética/familiar (familiar homozigótica, disbetalipoproteinemia, etc), quando a resposta à dieta e outras medidas não-farmacológicas forem inadequadas. A atorvastatina cálcica é indicada para prevenção secundária (aquela que é instituída depois de um evento para evitar que ele ocorra novamente) de síndrome coronária aguda (doença em que o músculo cardíaco recebe menor fluxo de sangue). Atorvastatina cálcica também pode ser usada para prevenção de complicações cardiovasculares (vasos sanguíneos e coração) em pacientes sem doença cardiovascular ou dislipidemia preexistente, mas com múltiplos fatores de risco (tabagismo, hipertensão, diabetes, HDL baixo ou história familiar de doença cardíaca precoce). A atorvastatina cálcica é indicada para o tratamento de pacientes com doença cardíaca (do coração) e coronariana (dos vasos do coração) para reduzir o risco de complicações como: infarto do miocárdio não fatal, de acidente vascular cerebral (derrame) fatal e não fatal, de procedimentos de revascularização (para desobstrução das artérias), de hospitalização por insuficiência cardíaca congestiva (doença em que o músculo cardíaco não consegue bombear o sangue para o corpo) e de angina (dor no peito devido a problemas no coração e seus vasos).
ATORVASTATINA CÁLCICA 80MG É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE UM MÉDICO OU UM FARMACÊUTICO. LEIA A BULA."
3413,Baclon 10Mg 20Comprimidos,7896006270072,GENON,
3414,Restiva 10Mg 2 Unidades,7898586630338,ACHE,
3415,HELMIZOL GEL VAG 50G+10APLIC,7896112191926,TEUTO,
3416,Trezor 40Mg 30Comprimidos,7896658033445,ACHE,
3417,"BRAMICAR HCT 80+12,5MG 60CPR",7894916513135,EMS PRESCRIÇÃO,
3418,"ATRACE 37,5+325MG 10CPR",7891317014261,MOMENTA FARMACÊUTICA LTDA.,
3419,Calde K2 30Comprimidos,7896226105208,MARJAN,
3420,Fluviral Dia 20Comprimidos,7896094918610,HYPERMARCAS-DM,"O que é: Fluviral Dia é uma associação cujo componente básico é o paracetamol, que age aliviando a dor e a febre decorrentes dos quadros infecciosos das vias aéreas superiores. Fluviral Dia também possui em sua formulação o cloridrato de fenilefrina, que age como descongestionante nasal. As ações destes dois princípios ativos aliviam os sintomas associados às gripes e resfriados. Fluviral Dia possui início de ação 30 minutos após a ingestão. Como não causa sonolência, Fluviral® Dia deve ser utilizado durante o dia.

Para que serve: Fluviral Dia é indicado para o tratamento dos sintomas das gripes e resfriados, como dor, febre e congestão nasal.

Modo de usar: Uma dose é composta de 2 comprimidos (1 amarelo + 1 branco). Adultos e crianças acima de 12 anos: tomar 2 comprimidos (1 amarelo + 1 branco) a cada 8 horas, com um copo de água.Quando usar Fluviral Dia e Fluviral® Noite, nunca tomar ao mesmo tempo e sempre respeitar o intervalo mínimo de 8 horas entre as doses. Não exceder 3 doses em 24 horas. A dose diária máxima recomendada de paracetamol é de 4.000mg e de fenilefrina é 120mg. Fluviral® Dia não deve ser administrado por mais de 10 dias para dor, e por mais de 3 dias para a febre ou sintomas gripais.SE PERSISTIREM OS SINTOMAS, O MÉDICO DEVERÁ SER CONSULTADO. NÃO USE JUNTO COM OUTROS MEDICAMENTOS QUE CONTENHAM PARACETAMOL, COM ÁLCOOL, OU EM CASO DE DOENÇA GRAVE DO FÍGADO. NÃO USE ESTE MEDICAMENTO EM CASO DE DOENÇAS DO CORAÇÃO, PRESSÃO ALTA E GLAUCOMA."
3421,Plenance 5Mg 90Comprimidos,7896094210172,LIBBS,
3422,Ohde D3 7.000Ui 4Capsulas,7891317015336,MOMENTA FARMACÊUTICA LTDA.,
3423,Levoid 150Mcg 30Comprimidos,7896658008887,ACHE,"SE PERSISTIREM OS SINTOMAS, O MÉDICO DEVERÁ SER CONSULTADO."
3424,Vigadexa Colírio 5Ml,7896548197554,ALCON,
3425,Foritus 500Mg 14Comprimidos,7891317191658,EUROFARMA LABORATÓRIOS S.A,
3426,Esomeprazol Magnésico 20mg 14 Comprimidos Germed,7896004743950,GERMED-SIGMA PHARMA,
3427,Uniprazol 20mg 28 Comprimidos,7896006205883,UNIAO QUIMICA,
3428,Tadalafila 20mg 2 Comprimidos Medley,7896422501675,MEDLEY - GEN,
3429,"Venzer 8+12,5Mg 30Comprimidos",7896094206403,LIBBS,
3430,Vitacid Xt Creme 25G,7897129303579,THERASKIN,
3431,"Terolac 0,5% Solução Oftalmica 5Ml",7896676432961,LATINOFARMA,
3432,SANY D 7000UI 30CAPS,7896658036835,ACHE,
3433,Dividol 12 Capsulas,7898074616042,ZAMBON,"Este medicamento é um analgésico sintético, indicado para o tratamento da sintomatologia dolorosa originada de diversas causas e de várias localizações, toda vez que, a critério médico, haja necessidade de um tratamento analgésico sintomático, enquanto se aguardam, alternam ou associam tratamentos etiológicos, ou mesmo em ausência destes últimos. - Dores osteoarticulares: artralgia e osteoartrose cervical e lombo-sacral, discopatias intervetebrais, fraturas, luxações e traumas. - Dores neuríticas: isquialgias, radiculites, polineurites diabéticas e polineurites diabéticas e alcoólicas e herpes. - Dores vasculares: arteriopatias obliterantes dos membros com dor isquêmica, coronariopatias obstrutivas e infarto do miocárdio. - Dores viscerais: dor decorrente a derrame pleural e pericardite, cólicas abdominais, anexites, espasmos uterinos e dismenorreia. - Dores neoplásicas: neoplasias de origem e estado evolutivo, mieloma múltiplo, leucemia e outras hemopatias dolorosas. - Dores diversas: cefaleia tipo hemicrania, mialgias, dores dentárias e estados dolorosos em pós-operatórios diversos.
DIVIDOL 70MG É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE UM MÉDICO OU UM FARMACÊUTICO. LEIA A BULA."
3434,Dois 60Comprimidos,7896676434033,LATINOFARMA,
3435,Gastrol Efervescente Sache 5G Abacaxi,7896094918665,HYPERMARCAS-DM,
3436,Paracetamol 500mg 4 Comprimidos EMS,7896004716329,EMS GENÉRICO,
3437,Fibermais Lata Sem Sabor 260G,7896001303119,NESTLE,"FiberMais® é composto por fibras 100% solúveis: Goma Guar Parcialmente Hidrolisada e Inulina, que auxiliam o funcionamento do intestino de maneira regular e saudável. Além disso, por conter fibras prebióticas, pode favorecer o crescimento das bactérias boas no intestino, promovendo o equilíbrio da flora intestinal. Sem sabor, você pode adicionar ao alimento ou bebida de sua preferência, sem alterar sabor ou textura dos alimentos.*Disponível em latas de 260 g e caixas com 10 sachês."
3438,Gestodeno+Etinilestradiol 24 Comprimidos Sandoz,7897595614186,SANDOZ GENERICOS,
3439,Neovite Lutein 60Comprimidos,7896046301101,BAUSCH & LOMB,"O Neovite Lutein é um suplemento com ação antioxidante, composto por Luteína enriquecida com Vitaminas C e E, Selênio e Zinco, desenvolvido para suprir as necessidades diárias de vitaminas e minerais, fornecendo nutrientes essenciais para o bom funcionamento do organismo. Ainda, conta com ativos que filtram a luz azul, neutralizando as moléculas instáveis que rompem a estrutura de outras células.Quando associado a uma alimentação equilibrada e hábitos de vida saudáveis, seu uso auxilia no combate dos radicais livres, previne doenças relacionadas ao envelhecimento, inclusive degenerativas, e contribui para a manutenção e renovação celular, fortalecendo o sistema imunológico."
3440,Rizi-M 10Mg + 5Mg 7 Comprimidos,7896094918511,HYPERMARCAS-DM,"Indicação: Rizi-M é indicado para o alívio dos sintomas associados à rinite alérgica sazonal (que ocorre em determinadas épocas do ano).
Posologia: Uso em adultos: a dose recomendada é de um comprimido revestido tomado por via oral (pela boca), à noite. O comprimido revestido deve ser engolido inteiro, com ou sem alimento. Uso em crianças e adolescentes: uma vez que este produto não foi estudado em crianças, este medicamento não é recomendado em pacientes abaixo de 18 anos. Pacientes com insuficiência renal (problema nos rins): não são necessários ajustes de dose em doentes com insuficiência renal leve (volume de creatinina filtrado pelos rins a cada minuto >79mL/min). Para pacientes com insuficiência renal moderada a grave (volume de creatinina filtrado pelos rins a cada minuto <79mL/min ou >10mL/min) este produto deve ser usado com cuidado e sob rigorosa supervisão médica. Pacientes com insuficiência hepática (problema no fígado): nenhum ajuste de dose é necessário em pacientes com insuficiência hepática. Duração do tratamento: Rizi-M deve ser utilizado por 14 dias ou conforme recomendação médica. Este medicamento não deve ser partido, aberto ou mastigado.Siga a orientação de seu médico, respeitando sempre os horários, as doses e a duração do tratamento. Não interrompa o tratamento sem o conhecimento do seu médico. 
Quando não devo usar este medicamento: Você não deverá utilizar Rizi-M caso apresente: Alergia às substâncias ativas (montelucaste ou levocetirizina), a outros derivados de piperazina ou a qualquer um dos componentes da fórmula. Insuficiência renal grave com menos de 10mL/min de depuração da creatinina (volume filtrado pelos rins a cada minuto). Problemas hereditários raros de intolerância à galactose (açúcar do leite), deficiência de lactase (substância do corpo humano que digere o leite) ou má absorção de glucose-galactose (açúcar do leite). Este medicamento é contraindicado para menores de 18 anos. Este medicamento não deve ser utilizado por mulheres grávidas sem orientação médica ou do cirurgião-dentista. 

RIZI-M 10/5MG É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE UM MÉDICO OU UM FARMACÊUTICO. LEIA A BULA. 
RIZI-M 10/5MG É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE UM MÉDICO OU UM FARMACÊUTICO. LEIA A BULA. MEDICAMENTOS PODEM CAUSAR EFEITOS INDESEJADOS. EVITE A AUTOMEDICAÇÃO: INFORME-SE COM O FARMACÊUTICO. 
VENDA SOB PRESCRIÇÃO MÉDICA."
3441,Hedera Xarope 100ml,7896523223193,CIMED,
3442,Calcitran MDK 30 Comprimidos Mastigaveis,7898040328573,DIVCON FARMA,
3443,Carisoprodol+Diclofenaco Sodico+Paracetamol+Cafeína 30 Comprimidos Eurofarma,7891317005900,EUROFARMA - GEN,
3444,Valsartana+Besilato de Anlodipino 160+5mg 28 Comprimidos Sandoz,7897595634917,SANDOZ GENERICOS,
3445,Fosfato Sódico de Prednisolona 3mg Solução 60ml Cimed,7896523226873,CIMED,O fosfato sódico de prednisolona é indicado como agente anti-inflamatório e imunossupressor em patologias cujos mecanismos fisiopatológicos envolvam processos inflamatórios e/ou autoimunes; para o tratamento de condições endócrinas (das glândulas); e em composição de esquemas terapêuticos em algumas neoplasias.
