Produto,EAN,Marca,Descrição,Preço sem desconto,Preço com desconto,% de desconto,Farmacia,Região,Cidade
Omeprazol 20mg 56 Cápsulas Teuto,7896112181729,TEUTO,,11.93,11.93,,Santo Remedio,Sudeste,Sao Paulo
Cloridrato de Amitriptilina 25mg 30 Comprimidos Teuto,7896112124429,TEUTO,,20.93,11.25,46.0%,Santo Remedio,Sudeste,Sao Paulo
Bromidrato de Citalopram 20mg 30 Comprimidos Teuto,7896112129110,TEUTO,,54.03,17.4,68.0%,Santo Remedio,Sudeste,Sao Paulo
Bromoprida 4mg/ml Gotas 20ml Teuto,7896112120292,TEUTO,,20.36,18.43,9.0%,Santo Remedio,Sudeste,Sao Paulo
Pantoprazol 20mg 14 Comprimidos Biosintética,7896181918417,BIOSINTETICA - GEN,"Pantoprazol é Indicado para: - Alívio dos sintomas por problemas no estômago e no início do intestino (problemas gastrintestinais) que dependem da secreção do ácido produzido pelo estômago. - Gastrites (inflamação do estômago) ou gastroduodenites (inflamação do estômago e do início do intestino) agudas ou crônicas e dispepsias não-ulcerosas (dor ou desconforto na região do estômago que não está relacionada com a presença de úlceras). - Tratamento do refluxo gastroesofágico sem esofagite (doença causada pela volta do conteúdo do estômago para o esôfago sem causar lesão no esôfago), das esofagites leves (inflamação leve no esôfago) e na manutenção de pacientes com esofagite de refluxo cicatrizada, prevenindo as recidivas, em adultos e pacientes pediátricos acima de 5 anos. - Prevenção das lesões agudas que ocorrem no revestimento do estômago e do início do intestino, induzidas por medicamentos como os anti-inflamatórios não-hormonais.
PANTOPRAZOL 20MG É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE UM MÉDICO OU UM FARMACÊUTICO. LEIA A BULA.",45.44,25.72,43.0%,Santo Remedio,Sudeste,Sao Paulo
Hemifumarato de Quetiapina 25mg 30 Comprimidos Teuto,7896112121282,TEUTO,,62.41,26.67,57.0%,Santo Remedio,Sudeste,Sao Paulo
DIMORF LC 30MG 60CAPS,7896676406283,CRISTALIA,,227.68,185.13,19.0%,Santo Remedio,Sudeste,Sao Paulo
Atenolol 50mg 30 Comprimidos Neo Química,7896714215129,NEO QUIMICA - GENERICOS,"SE PERSISTIREM OS SINTOMAS, O MÉDICO DEVERÁ SER CONSULTADO.",17.54,11.11,37.0%,Santo Remedio,Sudeste,Sao Paulo
Azitromicina 600mg Suspensão Oral 15ml Neo Química,7896714215501,NEO QUIMICA - GENERICOS,,67.15,34.8,48.0%,Santo Remedio,Sudeste,Sao Paulo
Diazepam 5mg 30 Comprimidos Neo Quimica,7896714232966,NEO QUIMICA - GENERICOS,,15.74,9.63,39.0%,Santo Remedio,Sudeste,Sao Paulo
Pomada para Assaduras Hipomed 45g,7896523219189,CIMED,"Fórmula que previne assaduras e protege a pele irritada. Palmitato de retinol, Colecalciferol, Óxido de Zinco.Quantidade: 45g.Produto dermatologicamente testado.",12.29,12.29,,Santo Remedio,Sudeste,Sao Paulo
Cloridrato de Pioglitazona 15mg 15 Comprimidos Germed,7896004731728,GERMED-SIGMA PHARMA,,77.44,43.05,44.0%,Santo Remedio,Sudeste,Sao Paulo
Clotrimazol 20mg/g Creme Vaginal 20g + 3 Aplicadores Germed,7896004711409,GERMED-SIGMA PHARMA,,60.58,40.53,33.0%,Santo Remedio,Sudeste,Sao Paulo
Esomeprazol Magnesico 20mg 28 Comprimidos Germed,7896004742083,GERMED-SIGMA PHARMA,,151.59,112.16,26.0%,Santo Remedio,Sudeste,Sao Paulo
Etodolaco 400mg 10 Comprimidos Germed,7896004761633,GERMED-SIGMA PHARMA,,18.85,12.84,32.0%,Santo Remedio,Sudeste,Sao Paulo
Maleato de Enalapril 20mg 30 Comprimidos Germed,7896004710365,GERMED-SIGMA PHARMA,,31.27,6.22,80.0%,Santo Remedio,Sudeste,Sao Paulo
"Drospirenona+Etinilestradiol 3+0,03mg 63 Comprimidos Nova Quimica",7895296378017,NOVA QUIMICA,,136.31,126.13,7.0%,Santo Remedio,Sudeste,Sao Paulo
Propionato de Clobetasol Pomada 30g Nova Química,7895296210423,NOVA QUIMICA,"Propionato de Clobetasol Pomada é um medicamento genérico, desenvolvido em bisnaga de 30g, sendo esta de uso adulto e pediátrico acima de 1 ano, dado que a administração é dermatológica, ou seja, sobre a pele. Em suma, a principal indicação tem o papel de combater males que interferem na saúde da pele, como:

Psoríase; 
Eczemas recalcitrantes (difíceis de tratar); 
Líquen plano (doença inflamatória); 
Lúpus eritematoso discoide. 
Ao unir componentes totalmente seguros, Propionato de Clobetasol Pomada age sobre o local exato do desconforto, estimulando a cicatrização e protegendo a pele e seus principais tecidos de anomalias que possam interferir na qualidade de vida levada pelo enfermo.VENDA SOB PRESCRIÇÃO MÉDICA. MEDICAMENTO GENÉRICO – LEI N.º 9.787/99.",31.83,23.9,25.0%,Santo Remedio,Sudeste,Sao Paulo
Tobramicina 3mg Solução Oftámilca 5ml Nova Química,7895296052016,NOVA QUIMICA,,24.82,24.8,0.0%,Santo Remedio,Sudeste,Sao Paulo
Gliclazida 60mg 30 Comprimidos EMS,7896004752730,EMS GENÉRICO,"A gliclazida é um medicamento que reduz os níveis sanguíneos de açúcar (agente antidiabético oral da classe das sulfoniluréias).  

A gliclazida é destinado ao tratamento de diabetes tipo 2 (tipo de diabetes, no qual o paciente não necessita fazer uso de insulina), diabetes no paciente obeso, diabetes em paciente idoso e diabetes em pacientes com complicações vasculares. 

VENDA SOB PRESCRIÇÃO MÉDICA. MEDICAMENTO GENÉRICO – LEI N.º 9.787/99.",64.87,44.12,32.0%,Santo Remedio,Sudeste,Sao Paulo
Besilato de Anlodipino 5mg 30 Comprimidos Cimed,7896523213569,CIMED,,3.55,3.55,,Santo Remedio,Sudeste,Sao Paulo
Anador Gotas 20Ml,7891058021580,AVENTIS - OL,,26.64,25.6,4.0%,Santo Remedio,Sudeste,Sao Paulo
Lavitan Imunidade C.D.Z.S.E 30 Comprimidos,7897947600294,CIMED,"O Lavitan CDZSE Mais Imunidade é um suplemento alimentar em comprimido, de uso diário, que auxilia no fortalecimento do sistema imunológico.Sua fórmula é composta por Vitaminas C, D e E, além de minerais como o Zinco e o Selênio que, juntos, aumentam a imunidade e possuem ação antioxidante, auxiliando na proteção dos danos causados pelos radicais livres, principais causadores do envelhecimento da pele.",61.39,61.39,,Santo Remedio,Sudeste,Sao Paulo
Doss 7.000 30Capsulas,7896112400141,BIOLAB,"Doss é indicado como suplemento vitamínico em dietas restritivas e inadequadas e para pacientes com baixos níveis no sangue de vitamina D, abaixo de 30 ng/ml.É também destinado à prevenção e tratamento, auxiliando na manutenção da saúde óssea pré e pós-menopausa e na prevenção da formação inadequada dos ossos (raquitismo).",102.16,102.16,,Santo Remedio,Sudeste,Sao Paulo
Dozoito 25MG 30 Comprimidos,7896112402664,BIOLAB SANUS,"Indicação
Dozoito é indicado para tratamento da hipertensão arterial (pressão alta) redução da pressão arterial, da morbidade e do risco de mortalidade de origem cardiovascular e coronária (incluindo morte súbita); Angina do peito; Adjuvante na terapia da insuficiência cardíaca crônica sintomática, leve a grave: aumento da sobrevida, redução da hospitalização, melhora da função ventricular esquerda, melhora na classe funcional da New York Heart Association (NYHA) e melhora na qualidade de vida; Alterações do ritmo cardíaco, incluindo especialmente taquicardia supraventricular; Tratamento de manutenção após infarto do miocárdio; Alterações cardíacas funcionais com palpitações; Prevenção de crises de enxaqueca. 
Posologia
Dozoito deve ser administrado em dose única diária por via oral, com líquido, podendo ser ingerido com as refeições ou com o estômago vazio. 
Quando não devo usar este medicamento
Você não deve utilizar Dozoito nas seguintes situações: se tiver alergia ao metoprolol, aos demais componentes da fórmula ou a outros betabloquea dores; bloqueio atrioventricular de grau II ou de grau III, pacientes com insuficiência cardíaca não compensada instável (ou seja, edema pulmonar [água no pulmão], hipoperfusão [baixa taxa de oxigênio nos órgãos do corpo] ou hipotensão [pressão baixa]), e pacientes com terapia inotrópica contínua ou intermitente agindo através de agonista do receptor beta, bradicardia sinusal clinicamente relevante, síndrome do nó sino-atrial (a não ser que você faça uso de um marcapasso permanente), choque cardiogênico e arteriopatia periférica grave; o metoprolol não deve ser administrado em pacientes com suspeita de infarto agudo do miocárdio, enquanto a frequência cardíaca for < 45 batimentos/minuto, o intervalo PQ for > 0,24 segundos ou a pressão sistólica for < 100 mmHg. 
DOZOITO 50MG É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE UM MÉDICO OU UM FARMACÊUTICO. LEIA A BULA. MEDICAMENTOS PODEM CAUSAR EFEITOS INDESEJADOS. EVITE A AUTOMEDICAÇÃO: INFORME-SE COM O FARMACÊUTICO.
VENDA SOB PRESCRIÇÃO MÉDICA.
DOZOITO 50MG É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE UM MÉDICO OU UM FARMACÊUTICO. LEIA A BULA.",34.04,34.04,,Santo Remedio,Sudeste,Sao Paulo
"ROXETIN XR 12,5MG 30CPR",7896676435580,SUPERA FARMA LABORATÓRIOS S.A,,85.67,71.17,17.0%,Santo Remedio,Sudeste,Sao Paulo
Cetoconazol+Betametasona Creme 30g Nova Química,7895296297042,NOVA QUIMICA,,40.43,20.83,48.0%,Santo Remedio,Sudeste,Sao Paulo
Flotac 70Mg 10Comprimidos,7896261003996,NOVARTIS,,34.95,34.95,,Santo Remedio,Sudeste,Sao Paulo
Fenofibrato 200mg 30 Cápsulas EMS,7896004723365,EMS GENÉRICO,,122.87,105.07,14.0%,Santo Remedio,Sudeste,Sao Paulo
Tamarine Probium 15 Cápsulas,7896094917699,HYPERA,,55.61,55.61,,Santo Remedio,Sudeste,Sao Paulo
Pantogar Top Loção Capilar Antiqueda 80Ml,7896112400493,BIOLAB SANUS,,174.15,174.15,,Santo Remedio,Sudeste,Sao Paulo
"Carvedilol 12,5mg 30 Comprimidos Medley",7896422519373,MEDLEY - GEN,,52.42,33.27,37.0%,Santo Remedio,Sudeste,Sao Paulo
Pant 50Mg/ML Solucao Capilar Kit 3 unidades Frascos 50ML,7896658035340,ACHE,,165.56,154.4,7.0%,Santo Remedio,Sudeste,Sao Paulo
OHDE CAPS 50000UI 4CAPS,7899640808809,MOMENTA FARMACÊUTICA LTDA.,,92.91,92.91,,Santo Remedio,Sudeste,Sao Paulo
QUADRILON PMD 20G,7896714266947,NEO QUIMICA,,37.43,14.3,62.0%,Santo Remedio,Sudeste,Sao Paulo
Bramicar 80Mg 30Comprimidos,7894916508940,EMS PRESCRIÇÃO,,103.04,98.02,5.0%,Santo Remedio,Sudeste,Sao Paulo
Trimusk 15Comprimidos,7891317005931,EUROFARMA LABORATÓRIOS S.A,,24.32,22.39,8.0%,Santo Remedio,Sudeste,Sao Paulo
SANY D 5000UI 30CPR,7896658036248,ACHE,,84.03,84.03,,Santo Remedio,Sudeste,Sao Paulo
BACTERACIN 40+8MG 100ML,7896112197126,TEUTO,,17.18,8.39,51.0%,Santo Remedio,Sudeste,Sao Paulo
Rohypnol 1Mg 30Comprimidos,7898040324261,FARMOQUIMICA-HERBARIUM,,31.64,29.55,7.0%,Santo Remedio,Sudeste,Sao Paulo
VITAMINA D3 7000UI 30CAPS BIOLAB,7896112402282,BIOLAB SANUS,,82.07,67.54,18.0%,Santo Remedio,Sudeste,Sao Paulo
Rosucor 20Mg 60Comprimidos,8902220109599,TORRENT DO BRASIL,,130.48,130.48,,Santo Remedio,Sudeste,Sao Paulo
Fluxtar Sr 3Mg 30Capsulas,7898096577673,DIFFUCAP,,47.61,40.3,15.0%,Santo Remedio,Sudeste,Sao Paulo
CICLORTEN 20MG 10CPR,7896004759821,EMS,,15.3,13.27,13.0%,Santo Remedio,Sudeste,Sao Paulo
Cetrolac Md Colírio 5Ml,7896006290124,UNIAO QUIMICA,,51.24,51.24,,Santo Remedio,Sudeste,Sao Paulo
Sany D 7.000Ui 8Capsulas,7896658036859,ACHE,"Sany D Caps (colecalciferol) é um medicamento a base de vitamina D3 (colecalciferol), indicado para prevenção e tratamento auxiliar na desmineralização óssea (perda dos minerais do osso), do raquitismo (depósito deficiente de cálcio nos ossos durante o crescimento), osteomalácia (alteração do depósito de minerais nos ossos que pode ocorrer no adulto e idoso) e prevenção no risco de quedas e fraturas.",25.19,25.19,,Santo Remedio,Sudeste,Sao Paulo
Plenance Eze 20mg+10mg 30 Comprimidos,7896094210080,LIBBS,,126.92,126.92,,Santo Remedio,Sudeste,Sao Paulo
Aradois H 100/25Mg 90Comprimidos,7896112427773,BIOLAB SANUS,,210.13,197.96,6.0%,Santo Remedio,Sudeste,Sao Paulo
Mylus 28Comprimidos,7896006231134,UNIAO QUIMICA,,42.05,36.77,13.0%,Santo Remedio,Sudeste,Sao Paulo
"ATRACE 37,5+325MG 20CPR",7899640808946,MOMENTA FARMACÊUTICA LTDA.,,63.78,55.02,14.0%,Santo Remedio,Sudeste,Sao Paulo
Montelair 10Mg 60Comprimidos,7896658030277,ACHE,,117.58,117.58,,Santo Remedio,Sudeste,Sao Paulo
Xarope de Guaco Natulab 150ml,7898133131837,NATULAB,,20.49,20.49,,Santo Remedio,Sudeste,Sao Paulo
Olmesartana Medoxomila 20mg 30 Comprimidos Torrent,8902220114876,TORRENT DO BRASIL,,48.46,28.93,40.0%,Santo Remedio,Sudeste,Sao Paulo
Atroveran Dip 1G 10Comprimidos,7896094915374,HYPERMARCAS-DM,,14.83,14.83,,Santo Remedio,Sudeste,Sao Paulo
Maracujina Pi 840Mg 20Comprimidos,7896094918894,HYPERMARCAS-DM,"Este produto é indicado para o tratamento da ansiedade leve, como estados de irritabilidade, agitação nervosa, tratamento de insônia e desordens da ansiedade.Este produto atua no sistema nervoso central, produzindo efeito sedativo e prolongando o período de sono.",55.51,51.14,8.0%,Santo Remedio,Sudeste,Sao Paulo
Pant 50Mg/ML Solucao Capilar Kit 2 unidades Frascos 50ML,7896658038693,ACHE,,148.34,134.38,9.0%,Santo Remedio,Sudeste,Sao Paulo
Traum Retard 100Mg 10Comprimidos,7896181929178,ACHE,,92.78,78.41,15.0%,Santo Remedio,Sudeste,Sao Paulo
METAMUCIL 10SACHE LAR,0020800750165,P&G - MED,,57.98,54.22,6.0%,Santo Remedio,Sudeste,Sao Paulo
Estriol 1Mg/G Creme Vaginal 50g+Aplicadores Biolab,7896112401209,BIOLAB SANUS,"Indicação: Estriol pode ser prescrito para o tratamento das queixas da menopausa. Estriol também pode ser recomendado para melhorar a cicatrização em mulheres na pós-menopausa submetidas a cirurgias vaginais e auxiliar na avaliação da secreção vaginal em mulheres na pós-menopausa.
Posologia: Estriol deve ser usado à noite, na hora de deitar, e administrado na vagina com auxílio do aplicador que acompanha a bisnaga. A dose usual para o tratamento das queixas vaginais é de 1 aplicação diariamente durante as primeiras semanas. Em seguida a dose é gradativamente diminuída, por exemplo, para 1 aplicação duas vezes por semana. Para outras condições, podem ser recomendadas doses diferentes. Uma aplicação (aplicador cheio até o limite) contém 0,5 grama de creme com 0,5 mg de estriol. Para mulheres submetidas à cirurgia vaginal: a dose usual é de 1 aplicação diária durante 2 semanas antes da cirurgia, e de 1 aplicação 2 vezes por semana nas 2 semanas seguintes à cirurgia. Como auxiliar para o diagnóstico no caso de um esfregaço cervical atrófico duvidoso: a dose usual é de 1 aplicação em dias alternados, 1 semana antes da coleta do próximo esfregaço. Se você tiver a impressão de que o efeito de estriol é muito fraco ou muito forte, consulte o seu médico. A dose máxima de uma aplicação por dia não deve ser usada por várias semanas. 
Quando não devo usar este medicamento: Este medicamento é contraindicado para uso por mulheres que: têm ou tiveram câncer de mama ou se há suspeita de câncer de mama; têm ou apresentam suspeita de um tumor dependente de estrogênio, tal como câncer da camada interna do útero; têm sangramento vaginal anormal, que não foi avaliado por seu médico; têm crescimento anormal da camada interna do útero (hiperplasia do endométrio); têm ou tiveram distúrbio da circulação, tal como coágulos de sangue (nas veias das pernas ou do pulmão); têm um distúrbio de coagulação do sangue (distúrbio trombofílico, como deficiência de proteína C, proteína S ou de antitrombina); têm ou tiveram algum problema causado por coágulos de sangue nas artérias, como angina do peito, derrame cerebral ou um infarto do miocárdio; têm ou tiveram doença do fígado na qual os testes de função hepática ainda não voltaram aos valores normais; tiveram uma reação alérgica ao estriol ou a qualquer outro ingrediente da fórmula de estriol; têm porfiria (um distúrbio hereditário ou adquirido na produção de pigmento do sangue). Este medicamento é contraindicado para uso por homens. Este medicamento é contraindicado para uso por grávidas. Consulte o seu médico ou peça orientação do farmacêutico antes de usar qualquer medicamento. Se você está grávida ou suspeita que possa estar grávida, não use estriol. Este medicamento é contraindicado para uso durante a lactação. Informe ao médico se está amamentando. Não use estriol sem antes consultar o seu médico. 

ESTRIOL 1MG/G É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE UM MÉDICO OU UM FARMACÊUTICO. LEIA A BULA. 
VENDA SOB PRESCRIÇÃO MÉDICA. MEDICAMENTO GENÉRICO - LEI N.º 9.787/99.",44.18,37.4,15.0%,Santo Remedio,Sudeste,Sao Paulo
