,Produto,EAN,Marca,Descrição,Preço sem desconto,Preço com desconto,% de desconto,Farmácia,Região,Cidade,Unnamed: 0
4533,Protetor Solar Cetaphil Sun Fluido Light Antioxidante FPS 60 50ml,7897930776371.0,CETAPHIL,"Protetor Solar Cetaphil Sun Light Fluid FPS60 possui fórmula com ação antienvelhecimento: Vitaminas C e E + Complexo Antioxidante Celligent, que previnem o envelhecimento precoce, mantendo a pele saudável, além de proteger contra os efeitos da poluição, deixando a pele radiante. Textura fluida leve, rápida absorção.",75.99,75.99,0,Drogaria Globo,Sudeste,São Paulo,1679.0
4534,Bateria de Lítio Duracell Metálico CR2016 1 Unidade,41333030098.0,DURACELL,"Quando se trata de pilhas confiáveis e de longa duração, Duracell é a melhor opção. Projetadas para fornecer aquela energia extra as pilhas 9V proporcionam energia confiável aos aparelhos do dia a dia, como brinquedos , consoles de jogos portáteis, fechaduras eletrônicas, lanternas, etc. Além disso, a tecnologia de Duracell preserva a energia das pilhas que ainda não foram usadas, por até 5 anos.",20.79,20.79,0,Drogaria Globo,Sudeste,São Paulo,1680.0
4535,Esmalte Lakesia Duo Vermelho Framboesa 9ml,7898949409007.0,LA KESIA DUO,"A Base e Esmalte Fortalecedor de Unhas é o tratamento 2 em 1 da LaKesia, que promove unhas nutridas e mais fortes após duas aplicações. Formulado com Nanotecnologia, foi especialmente desenvolvido para proporcionar alta durabilidade e brilho intenso.Ainda, a Base e Esmalte Fortalecedor de Unhas não contém parabenos na sua fórmula e é hipoalergênica (formulado para minimizar o possível surgimento de alergias).",28.49,28.49,0,Drogaria Globo,Sudeste,São Paulo,1681.0
4536,Melagrião Spray Tutti Frutti 30ml,7896023719912.0,CATARINENSE,,,,0,Drogaria Globo,Sudeste,São Paulo,1682.0
4537,Protetor Solar Facial Loréal Paris Antirrugas Expertise FPS 60 40G,7899706185028.0,SOLAR EXPERTISE,"O Protetor Solar com Cor Solar Expertise Facial Antirrugas FPS 60 da Loréal Paris previne o aparecimento de rugas emanchas solares. pois contém ativo hialurônico que hidrata a pele, previne rugas e manchas solares, além de ser resistente à água.",51.49,51.49,0,Drogaria Globo,Sudeste,São Paulo,1683.0
4538,Vitamina C Cewin 200mg Gotas com 20ml,7891058001643.0,CEWIN,"Cewin é indicado nos estados em que há aumento das necessidades de vitamina C no organismo, como exemplo: Deficiência de Vitamina C; Auxiliar do sistema imunológico (sistema de defesa contra infecções); Nas fases de crescimento; Nas dietas restritivas e inadequadas; Auxiliar nas anemias carenciais; Como antioxidante; Em processos de cicatrização e pós-cirúrgicos; Doenças crônicas e convalescença.",16.99,16.99,0,Drogaria Globo,Sudeste,São Paulo,1684.0
4539,Espuma de Limpeza Cetaphil Pro Ar Calm Control 236ml,3499320012485.0,CETAPHIL,"90% de controle da oleosidade, limpa sem ressecar e acalma a pele irritada pelo tratamento da acne. Limpa profundamente e ajuda a desobstruir os poros. Fórmula exclusiva com Zinco.",85.19,85.19,0,Drogaria Globo,Sudeste,São Paulo,1685.0
4540,Perfume Good Kind Pure Wild Peony Eau de Toilette Feminino 30ml,3616301797630.0,GKP,"Good Kind Pure Wild Peony Eau de Toilette é uma fragrância floral vibrante. Notas de peônia e toranja brilham com um rastro suave de sândalo e tonka. Notas de topo: Pêra. Notas de Coração: Pétalas de Íris. Notas de Fundo: Madeira de Figueira Aplicar na pele a uma distância de cerca de 30 cm. Obtenha um efeito mais intenso borrifando suavemente a pele atrás das orelhas e pulsos. Good Kind Pure é para quem almeja um padrão de beleza mais significativo, definido por ações, não aparência. A marca acredita que sendo bons com todos e com tudo ao nosso redor e gentis com nós mesmos, podemos deixar o mundo um pouco mais puro do que o encontramos. Uma coleção de clean fragrances, inspirada nos melhores perfumes da natureza.",79.69,79.69,0,Drogaria Globo,Sudeste,São Paulo,1686.0
4541,Desodorante Roll On Monange Hidratação Intensiva 60ml,7891350034608.0,MONANGE,"O Desodorante Roll-On Antitranspirante Monange Hidratação Intensiva combate os 4 principais sinais de ressecamento das axilas: aparência esbranquiçada; desidratação; perda de elasticidade e toque áspero. Além disso, não contém álcool e hidrata sua pele até a segunda camada, mantendo as suas axilas bonitas e sem irritação.",7.49,7.49,0,Drogaria Globo,Sudeste,São Paulo,1687.0
4542,Joelheira Ajustavel Com Hastes De Aço Flexíveis,7898336432397.0,HIDROLIGHT,"A Joelheira com Reforço Patelar Ajustável Hidrolight é um produto utilizado para tratamento de lesões na região do joelho, e instabilidade patelar, ela mantem os músculos firmas sem impedir a circulação sanguínea.",88.39,88.39,0,Drogaria Globo,Sudeste,São Paulo,1688.0
4543,Esmalte BeautyColor Incolor 8ml,7896509973821.0,BEAUTY COLOR,,3.29,3.29,0,Drogaria Globo,Sudeste,São Paulo,1689.0
4544,Paracetamol 500mg + Cafeína 65mg Genérico EMS 20 Comprimidos,7896004721323.0,PARACETAMOL,"Para o alívio temporário das dores leves a moderadas associadas a gripes e resfriados comuns, dor de cabeça, dor de dente, dor nas costas, dores leves relacionadas a artrites, dismenorreia e para controle da febre.",25.35,18.02,29,Drogaria Globo,Sudeste,São Paulo,1690.0
4545,Seringa para Lavagem Nasal Nosewash Tubarão 10ml,7898932370710.0,NOSEWASH,,33.59,33.59,0,Drogaria Globo,Sudeste,São Paulo,1691.0
4546,Creme Dental Closeup Liqui Fresh Red Hot 100G,7891150063075.0,CLOSE UP,"Indicado para o cuidado com seus dentes, Gel Dental Close Up LíquiFresh Hot é uma pasta de dentes líquida com sabor intenso, que ainda te deixa com o hálito 3x mais fresco.",5.79,5.79,0,Drogaria Globo,Sudeste,São Paulo,1692.0
4547,Protetor Solar Facial Sunmax Sensitive Creme FPS30 Com 60ml,7896026172264.0,SUNMAX,"Protetor Solar SunMax Sensitive FPS30 possui textura leve e finalização matte.Não irrita a pele, com fragrância leve,é ideal para a pele oleosa e sensível por tratamento.",39.99,39.99,0,Drogaria Globo,Sudeste,São Paulo,1693.0
4548,Protetor Solar Photoderm Nude Touch Mineral Escuro Fps50+ 40ml,3701129807439.0,PHOTODERM,Protetor Solar Photoderm Nude Touch Mineral Escuro Fps50+ 40ml,79.69,79.69,0,Drogaria Globo,Sudeste,São Paulo,1694.0
4549,Aerolin Spray 100 mcg 200 Doses,7896269900150.0,AEROLIN,"Aerolin 100mcg spray é recomendado para controlar e prevenir espasmos nos brônquios durante crises de asma, bronquite crônica e enfisema. O medicamento ajuda a abrir as vias aéreas e torna a saída e entrada de ar mais fácil, aliviando chiado, tosse e aperto no peito.",26.9,18.99,29,Drogaria Globo,Sudeste,São Paulo,1695.0
4550,Calcitran D3 30 Comprimidos,7898414850891.0,CALCITRAN,"Calcitran D3 é um suplemento vitamínico-mineral composto por 2 (dois) nutrientes essenciais: cálcio e vitamina D, que desempenham um papel importante no desenvolvimento e na manutenção dos ossos e tecidos calcificados.",39.99,39.99,0,Drogaria Globo,Sudeste,São Paulo,1696.0
4551,Protetor Solar Facial Vichy UV Glow FPS60 Média Negra 40g,7899706189026.0,VICHY,"Com a cobertura leve e toque seco, as 2 cores de UV-Glow são adaptáveis a todos os tons e tipos de pele. Além do efeito imediato, o protetor solar Vichy UV-Glow é um cuidado diário com a pele! Sua fórmula protege contra UVA/UVB, infravermelho A e luz visível, além de conter potentes ativos dermatológicos, como antioxidantes que evitam danos oxidativos, cafeína para inibir o aspecto de cansaço da pele e recuperar a luminosidade durante o dia, e também ácido LHA, que promove a renovação das células, para uma pele mais luminosa uso após uso. Vichy UV-Glow FPS60 é um protetor solar completo desenvolvido especialmente para os consumidores brasileiros, para valorizar a beleza natural e única de cada pele.",94.99,94.99,0,Drogaria Globo,Sudeste,São Paulo,1697.0
4552,Naldecon Multi com 16comprimidos,7896222721198.0,NALDECON,"Naldecon Multi é indicado para o tratamento dos sintomas das gripes e resfriados, como dor, febre e congestão nasal.",32.99,30.11,9,Drogaria Globo,Sudeste,São Paulo,1698.0
4553,Gel Secativo Acnezil Antiacne Incolor 10g,7897947607392.0,ACNEZIL,"Acnezil Gel proporciona diminuição da quantidade e do tamanho das lesões da acne. Além disso, atua como antisséptico e controla a oleosidade da pele, mas com efeito cosmético de base.",9.59,9.59,0,Drogaria Globo,Sudeste,São Paulo,1699.0
4554,"Iumi 3mg/0,02mg 24 Comprimidos",7896094208094.0,IUMI,"Iumi está indicado para prevenir a gravidez. Este medicamento pode proporcionar também benefícios adicionais: como a melhora dos sintomas associados à retenção de líquido como distensão abdominal (aumento do volume do abdome), inchaço ou ganho de peso. Além disso, é utilizado para o tratamento da acne vulgaris moderada (espinha) em mulheres que buscam adicionalmente proteção contraceptiva.",70.81,52.89,25,Drogaria Globo,Sudeste,São Paulo,1700.0
4555,Duomo HP 2mg+5mg 60 Cápsulas,7891317485764.0,DUOMO,"Este medicamento é indicado no tratamento da hiperplasia prostática benigna (HPB) e dos sintomas relacionados à doença, como sintomas obstrutivos, sintomas irritativos, queimação, para redução de risco de retenção urinária aguda e redução de riscos de intervenções cirúrgicas, como retirada da próstata.",187.86,145.63,22,Drogaria Globo,Sudeste,São Paulo,1701.0
4556,Meritor 4mg/1000mg 30 Comprimidos,7896658012419.0,MERITOR,Meritor é indicado para o controle dos casos de diabetes mellitus não insulino-dependente (tipo 2).,79.55,61.89,22,Drogaria Globo,Sudeste,São Paulo,1702.0
4557,Protetor Solar Oaz FPS 60 200ml,7891317024413.0,OAZ,"Com maior fator de durabilidade, o protetor solar 60 FPS em creme da OAZ mantém seu rosto e corpo hidratados ao mesmo tempo em que inibe os efeitos nocivos dos raios UVA/UVB. O produto é vegano e deixa a pele com toque seco. Sem adição de parabenos e dermatologicamente testado.",38.99,38.99,0,Drogaria Globo,Sudeste,São Paulo,1703.0
4558,Creme para Prevenção de Assaduras Cetrilan 120g,7897129304606.0,CETRILAN,"Cetrilan Creme é um cuidado que previne e protege seu bebê das assaduras para que vocês possam viver momentos únicos com tranquilidade. Com Óleos de Calêndula, Amêndoa Doce e Lanolina + Óxido de Zinco. Ajuda a aliviar a vermelhidão da inflamação e o incômodo.",46.09,46.09,0,Drogaria Globo,Sudeste,São Paulo,1704.0
4559,Plenance Eze 20Mg+10Mg 30 Cápsulas,7896094210080.0,PLENANCE,"Indicado como terapia adjuvante à dieta, em pacientes considerados como de alto ou muito alto risco cardiovascular, quando a resposta à dieta e aos exercícios é inadequada em pacientes adultos com hipercolesterolemia primária (familiar heterozigótica ou não-familiar) ou com dislipidemia mista.",123.82,107.29,13,Drogaria Globo,Sudeste,São Paulo,1705.0
4560,Desodorante Antitranspirante Aerossol Dove Invisible Dry 150ml,7506306241176.0,DOVE,"Dove Invisible Dry oferece proteção duradoura - até 48 horas - contra o suor e mau odor, ao mesmo tempo que refresca, perfuma e hidrata a pele delicada das axilas. Sua fórmula foi desenvolvida para não manchar as roupas, sendo testada em até 100 cores de tecido.
Fragrância de violeta e frésia branca.",18.69,18.69,0,Drogaria Globo,Sudeste,São Paulo,1706.0
4561,Dymista Spray Nasal 23g,7898560664137.0,DYMISTA,Dymista é indicado para o alívio de sintomas moderados a severos de rinite alérgica sazonal ou crônica quando a monoterapia com anti-histamínicos ou glicocorticoides nasais sozinhos não é considerada suficiente.,148.82,127.49,14,Drogaria Globo,Sudeste,São Paulo,1707.0
4562,Tônico Facial Skinceuticals Blemish + Age Solution 125ml,7899706149297.0,SKINCEUTICALS,"É recomendado principalmente para peles acneicas ou peles oleosas por auxiliar na desobstrução dos poros e na redução da oleosidade excessiva. Além disso, a solução facial ajuda na prevenção e correção de sinais de envelhecimento.",96.99,96.99,0,Drogaria Globo,Sudeste,São Paulo,1708.0
4563,Bifilac SII 30cápsulas,7891142981196.0,BIFILAC,"È um suplemento alimentar de probióticos, que contém em sua formulação os microrganismos Lactobacillus plantarum CECT7484,CECT7485 e Pediococcus acidilactici CECT7483.",159.69,148.51,7,Drogaria Globo,Sudeste,São Paulo,1709.0
4564,Kit Aparelho Glicemia Onetouch Select Plus + 10 Tiras,7891338702857.0,ONETOUCH,Um jeito simples de controlar sua glicemia;Muda a maneira como você visualiza o açúcar no sangue; Tenha os resultados do seu medidor no smartphone; Sincronize Via Bluetooth as medições dos níveis de glicose no sangue; Inclua Manualmente o consumo de carboidratos ou atividades fisícas.,30.99,30.99,0,Drogaria Globo,Sudeste,São Paulo,1710.0
4565,Energético Red Bull Tropical Frutas Tropicais 250Ml,9002490229009.0,RED BULL,"Com sabor único e refrescante, o Red Bull The Tropical Edition é uma edição especial do energético austríaco, preparado a partir do tradicional Red Bull mais o sabor de frutas tropicais: uma mistura de manga, abacaxi e laranja.",10.79,10.79,0,Drogaria Globo,Sudeste,São Paulo,1711.0
4566,Pharmaton Complex 30 Cápsulas,7891058021726.0,PHARMATON,Auxilia na disposição física e na imunidade.,60.19,60.19,0,Drogaria Globo,Sudeste,São Paulo,1712.0
4567,Hirudoid 500mg Pomada 40g,7897411601567.0,HIRUDOID,"Hirudoid é uma pomada que colabora no tratamento e redução dos sintomas de diversos processos inflamatórios localizados. Por conter uma preparação com enzimas mucopolissacaridases, alfamilases e alfaquimotripsina em sua fórmula, é indicado para tratar hematomas após traumas, contusões ou cirurgias, bem como evitar a inflamação das veias superficiais após injeções ou realização de exames de sangue.",39.6,36.15,9,Drogaria Globo,Sudeste,São Paulo,1713.0
4568,Sulfato de Salbutamol 100mcg Glenmark Spray com 200 Doses,7897473202771.0,SALBUTAMOL,"Sulfato de salbutamol é indicado para o controle e prevenção dos espasmos (contrações) dos brônquios durante as crises de asma, bronquite crônica e enfisema.",34.28,21.47,37,Drogaria Globo,Sudeste,São Paulo,1714.0
4569,Penvir 500mg 21 Comprimidos,7894916500371.0,PENVIR,Indicado para o tratamento da herpes.,646.98,533.89,17,Drogaria Globo,Sudeste,São Paulo,1715.0
4570,Nutrinfan Infantil 120ml,7898956544081.0,NUTRINFAN,O suplemento Nutrinfan Infantil foi desenvolvido para o crescimento saudável das crianças. Sua fórmula possui vitaminas essenciais para o bom desenvolvimento das crianças atuam em diferentes funções no organismo.,52.99,52.99,0,Drogaria Globo,Sudeste,São Paulo,1716.0
4571,Preservativo Blowtex Tutti Fruti 3 Unidades,7896007200368.0,BLOWTEX,"Preservativo Blowtex Tutti Frutti em Látex liso que proporciona sensibilidade e muito prazer. Reservatório que garante proteção total contra vazamento. Segurança com muita diversão: o lubrificante vem com sabor e aroma de tutti frutti, o inconfundível sabor de chiclete.",4.99,4.99,0,Drogaria Globo,Sudeste,São Paulo,1717.0
4572,Aparelho de Depilar Gillette Prestobarba Feminino 2 Unidades,7501009224082.0,GILLETTE,Aparelho de Depilar Prestobarba Gillette é descartável e possui 2 lâminas e fita de fácil deslizamento que proporcionam uma depilação melhor.,6.19,6.19,0,Drogaria Globo,Sudeste,São Paulo,1718.0
4573,Fralda Huggies Supreme Care Mega Tamanho P 48 Unidades,7896007548514.0,HUGGIES,"Inspirada nos seus abraços foi criada Huggies Supreme Care possui exclusiva camada de proteção MaxiSec, que absorve o xixi e mantém até 3x mais seca.",54.99,54.99,0,Drogaria Globo,Sudeste,São Paulo,1719.0
4574,Xarope Expectovic 120ml,7898636190782.0,Expectovic,Xarope Expectovic 120ml,18.99,17.66,7,Drogaria Globo,Sudeste,São Paulo,1720.0
4575,Creme Dental Colgate Total 12 Clean Mint 140g,7891024002490.0,COLGATE,"A pasta de dente Colgate Total 12 Clean Mint cuida da sua boca por completo, sua fórmula antibacteriana proporciona defesa ativa contra bactérias por até 12 horas! (com uso contínuo de 4 semanas)",11.69,11.69,0,Drogaria Globo,Sudeste,São Paulo,1721.0
4576,Complexo B 100 Comprimidos,7896004714158.0,COMPLEXO B,Complexo B é indicado no tratamento da carência múltipla de vitaminas do complexo B e suas manifestações.,36.84,36.84,0,Drogaria Globo,Sudeste,São Paulo,1722.0
4577,Chupeta MAM Air 18+ Rosa 1unidade,9001616802898.0,MAM,"A Chupeta MAM Air é ortodôntica e livre de BPA. Além disso, contém disco em formato côncavo, para melhor adaptação ao rosto dos bebês, com furos de ventilação.",38.49,38.49,0,Drogaria Globo,Sudeste,São Paulo,1723.0
4578,Desodorante Aerossol Rexona Frutas Vermelhas 150Ml,7891150064737.0,REXONA,"Contendo a inovadora tecnologia MotionSense, o Desodorante Rexona Frutas Vermelhas Aerosol possui fragrância que é suave e fresca, ideal para te deixar confiante o dia inteiro.",15.19,15.19,0,Drogaria Globo,Sudeste,São Paulo,1724.0
4579,Bariplus 5.0 Morango com Leite Consensado Fibralata com 450g,7896360002494.0,BARIPLUS,"Bari Plus� 5.0 é um alimento completo e balanceado em pó, com delicioso sabor, desenvolvido especialmente para auxiliar na nutrição de adultos, voltado para a manutenção de peso por substituição parcial das refeições. Sua formulação além de ser à base de Whey Isolado, apresenta mais de 27 vitaminas e minerais.",190.71,190.71,0,Drogaria Globo,Sudeste,São Paulo,1725.0
