Produto,EAN,Marca,Descrição,Preço sem desconto,Preço com desconto,% de desconto,Farmacia,Região,Cidade
Água Oxigenada Adv 10 Volumes 100Ml,7896230300163,ADV,,5.25,4.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Absorventes Descartáveis Para Seios (24Un) Philips Avent Scf254 24 Absorvente Para Seios Descart,8710103867654,AVENT,,38.94,36.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
"ESPAR MICROP SANFARMA 50MMX4,5",7898060034522,SANFARMA,,27.36,25.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Drospirenona Etinilestradiol 3Mg Com 63,7894916148252,LEGRAND GENERICO,,134.03,49.99,63.0%,Santo Remedio,Sudeste,Sao Paulo
Minian Libbs Caixa 21 Comprimidos,7896094201354,LIBBS,,43.45,37.8,13.0%,Santo Remedio,Sudeste,Sao Paulo
Acet De Algest Enant De Estradiol 150 10Mg Sol I,7896004713618,EMS GENERICO,,16.16,14.99,7.0%,Santo Remedio,Sudeste,Sao Paulo
"Cherry 2mg + 0,03mg, caixa com 21 comprimidos revestidos + 7 placebos",7908134200286,FQM,,43.85,38.15,13.0%,Santo Remedio,Sudeste,Sao Paulo
AGULHA CANE INSULINA MEDLEVESOHN 4MM 100UN,7908007901456,MEDLEVESOHN,,61.04,61.04,,Santo Remedio,Sudeste,Sao Paulo
"SER INS ULTRA FINE II 0,3ML 8MM30G",0382908322010,BD - SERINGAS E AGULHAS,Seringa para Insulina BD Ultra-Fine 2 8mm Pacote 30 Unidades,54.99,44.99,18.0%,Santo Remedio,Sudeste,Sao Paulo
Ciclovular Solução Injetável 1Amp 1Ml,7896006252856,UNIAO QUIMICA SIMILA,,22.08,19.99,9.0%,Santo Remedio,Sudeste,Sao Paulo
Selene Eurofarma Caixa 3 Cartelas Com 21 Comprimidos Revestidos,7891317465650,EUROFARMA,,71.21,61.95,13.0%,Santo Remedio,Sudeste,Sao Paulo
Óleo Corporal De Copaíba Farmax 30Ml,7896902211582,FARMAX,,27.36,25.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Esparadrapo Cremer Hipoalérgico 5Cm X 4 5M,7891800365856,CREMER,,27.36,25.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Preservativo Camisinha Ereção Prolongada - 3 Unidades,7896222720306,RECKITT BENCKISER OTC,,12.62,11.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
CURAT CICATRISAN 35UND,7898108640739,SANFARMA,,9.46,8.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
INALADOR MICROAIR PORTATIL OMROM U22BR,073796122287,OMRON,,529.46,502.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
LANCETA G-TECH 100UN 28G,7898301057105,G TECH,Lanceta G.Tech Caixa 100 Unidades,18.94,17.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Bicarbornato De Sódio 100G Ca Tributos 0 00,7898031310303,UNIPHAR,,6.31,5.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
KIT MEDIDOR G-TECH FREE+100TIRAS,7898639691507,G TECH,,185.25,179.99,3.0%,Santo Remedio,Sudeste,Sao Paulo
Kit Medidor De Glicose G Tech Free Com 10 Tiras,7898301056726,G TECH,Medidor de Glicose no Sangue G.Tech Free,81.04,76.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Tornozeleira Tam G,7898336430843,HIDROLIGHT,,48.41,48.41,,Santo Remedio,Sudeste,Sao Paulo
Cerazette 75Mcg Schering Plough Caixa 84 Comprimidos Revestidos,7897337716208,ORGANON BRASIL,,140.42,122.17,13.0%,Santo Remedio,Sudeste,Sao Paulo
"Levonorgestrel + Etinilestradiol 0,15mg + 0,03mg, caixa com 21 comprimidos revestidos",7908020500889,CIFARMA SIM / GEN,,8.06,6.99,13.0%,Santo Remedio,Sudeste,Sao Paulo
Preservativo Camisinha Olla Lubrificado - 6 Unidades,7896222716262,RECKITT BENCKISER OTC,,16.99,16.99,,Santo Remedio,Sudeste,Sao Paulo
Meia Kendall 3 4 Sem Ponteira Cor Mel Tamanho M,7896191246152,KENDALL,,81.04,76.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Siblima 0 015 Mg 0 06 Mg 72 Comprimidos Libbs Similar,7896094208070,LIBBS,,111.25,96.79,13.0%,Santo Remedio,Sudeste,Sao Paulo
Gel Lubrificante Olla Íntimo - 50g,7896222716514,RECKITT BENCKISER OTC,,39.99,32.99,18.0%,Santo Remedio,Sudeste,Sao Paulo
Plenitud Protect Plus Tamanho G Xg Roupa Íntima,7896007547210,KIMBERLY,,77.88,77.88,,Santo Remedio,Sudeste,Sao Paulo
Leite De Magnesia Adv,7896230302242,ADV,,8.41,7.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
AGULHA ULTRA FINE III P CANET 5MM31G BD,382900147031,BD - SERINGAS E AGULHAS,Agulha para Insulina com Caneta BD Ultra-Fine 5mm Caixa 100 Unidades,133.67,126.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
ROUPA INT PLENITUD ACT MULHER G/XG 16UND,7896007550036,KIMBERLY,,64.99,62.99,3.0%,Santo Remedio,Sudeste,Sao Paulo
Pasta Dágua Simples Adv 135G,7896230300934,ADV,,16.83,15.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Aldijet 150 10Mg Ml Sol Inj 1Ampx1Ml,7899420500732,SUPERA FARMA,,22.8,21.43,6.0%,Santo Remedio,Sudeste,Sao Paulo
"AGULHA HIPODERMICA ESTERIL 0,80 X 30 BD",78909762,BD - SERINGAS E AGULHAS,"Agulha Descartável 0,80 x 30mm (21G x 1 1/4"") BD Precision Glide",0.62,0.62,,Santo Remedio,Sudeste,Sao Paulo
"Esparadrapo Cremer 1,2CM X 4,5M",7891800364798,CREMER,,11.57,9.99,14.0%,Santo Remedio,Sudeste,Sao Paulo
Meia Calça Kendall Média Compressão Sem Ponteira Tamanho M,7896191227592,KENDALL,Meia-Calça Média Compressão sem Ponteira Mel Kendall Tamanho M,133.67,126.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Femina AchêCaixa 63 Comprimidos Revestidos,7896658002212,ACHE,Femina Aché Caixa 63 Comprimidos Revestidos,90.9,79.08,13.0%,Santo Remedio,Sudeste,Sao Paulo
Meia Calça Gestante Media Compressão Elástico Aparente 1653 Mel Kendall Médio,7896191261275,KENDALL,,81.04,76.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Sabonete Extrassecante Acnezil,7897947611160,SIFARMA LTDA,,15.01,12.99,13.0%,Santo Remedio,Sudeste,Sao Paulo
Primera 20 0 15 Mg 0 02 Mg 63 Comprimidos Eurofarma Similar,7891317177652,EUROFARMA,,88.28,76.8,13.0%,Santo Remedio,Sudeste,Sao Paulo
"Drospirenona+Etinilestradiol 3mg + 0,03mg Ems Generico Caixa 21 Comprimidos Revestidos",7896004734392,EMS GENERICO,,56.85,29.49,48.0%,Santo Remedio,Sudeste,Sao Paulo
DIANE 35 63CPR,7891106906944,BAYER,,85.05,73.99,13.0%,Santo Remedio,Sudeste,Sao Paulo
LENCO PAPEL KLEENEX DIA A DIA BOLSO L4P3,7896018703940,KIMBERLY,,9.46,8.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Mylus 0 075Mg Caixa 28 Comp Rev,7896006231134,GENOM,,41.53,36.13,13.0%,Santo Remedio,Sudeste,Sao Paulo
ORTESE PARA PUNHO MERCUR BILATERAL BEG P,7896342452286,MERCUR,,61.04,57.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Molieri 30 3 0 03Mg Caixa 63 Comp Rev,7891317498283,EUROFARMA,,179.27,155.96,13.0%,Santo Remedio,Sudeste,Sao Paulo
Plenitud Protect Plus Roupa Íntima Tamanho Para M,7896007547203,KIMBERLY,,77.88,77.88,,Santo Remedio,Sudeste,Sao Paulo
OLEO DE RICINO PURO 100ML FARMAX,7896902285446,FARMAX,,15.78,14.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Cyclofemina 1Amp X 0 5Ml,7896316101424,CARNOT,,42.93,37.35,13.0%,Santo Remedio,Sudeste,Sao Paulo
Tantin Biolab Caixa 84 Comprimidos Revestidos,7896112423294,BIOLAB SANUS,,84.57,73.58,13.0%,Santo Remedio,Sudeste,Sao Paulo
Meia Masculina Kendall Média Compressão 3 4 Tamanho G Cor Preta 1 Par,7896191218132,KENDALL,,116.83,101.99,13.0%,Santo Remedio,Sudeste,Sao Paulo
CURAT 3M MICROPORE 35UND-8563,7891040128563,3M,,15.78,14.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Protetor Para Punho Hidrolight Or47,7898336430898,HIDROLIGHT,,24.2,24.2,,Santo Remedio,Sudeste,Sao Paulo
ORTESE PUNHO C/3 TIRAS ESQUERDA TAM M,7898336431758,HIDROLIGHT,,48.41,45.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
CORRETOR POSTURAL HIDROLIGHT LEAN TAM M,7908192701268,HIDROLIGHT,,83.15,78.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
VASELINA LIQUIDA 100ML UNIPHAR,7898031310990,UNIPHAR,,8.49,6.99,18.0%,Santo Remedio,Sudeste,Sao Paulo
MONITOR PRES OMRON HEM-6221,073796622183,OMRON,Monitor de Pressão Pulso Automático HEM-6221 Omron,255.78,242.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Minian Libbs Caixa 63 Comprimidos,7896094208063,LIBBS,Minian Libbs Caixa 63 Comprimidos,111.16,96.71,13.0%,Santo Remedio,Sudeste,Sao Paulo
Previane 20 Legrand Caixa 63 Comprimidos Revestidos,7896004818993,LEGRAND,,94.17,46.99,50.0%,Santo Remedio,Sudeste,Sao Paulo
Solução Fisiológica Farmax Com Gotejador Com,7896902212152,FARMAX,,5.25,4.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Drospirenona Etinilestradiol Legrand Caixa 21 Comprimidos Revestidos,7894916147118,LEGRAND GENERICO,Drospirenona + Etinilestradiol Legrand Caixa 21 Comprimidos Revestidos,57.11,31.49,45.0%,Santo Remedio,Sudeste,Sao Paulo
PORTA COLETOR ESTERILIZ FLEURITY COR TIFFANY,7898960920093,FLEURITY,,67.36,63.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Esparadrapo Sanfarma 12Mm X4 5M,7898060030012,SANFARMA,,14.73,13.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Bicarbonato De Sódio 50G Pó Adv,7896230303454,ADV,,7.36,6.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Agulha Insulina Bd Ultra Fine Nano Penta Point 4Mm,0382903204892,BD - SERINGAS E AGULHAS,,117.88,111.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Sabonete Facial Acnezil Fórmula Forte Com,7897947611177,CIMED,,15.01,12.99,13.0%,Santo Remedio,Sudeste,Sao Paulo
Duelle Zydus Nikkho Caixa 63 Comprimidos Revestidos,7898910350031,ZYDUS NIKKHO,,85.01,73.96,13.0%,Santo Remedio,Sudeste,Sao Paulo
Iumi Libbs Caixa 72 Comprimidos Revestidos,7896094208674,LIBBS,,182.84,159.07,13.0%,Santo Remedio,Sudeste,Sao Paulo
"Desogestrel 0,075Mg Com 84 Comprimidos Genérico União Química",7896006231127,UNIAO QUIMICA SIMILA,,86.67,43.49,50.0%,Santo Remedio,Sudeste,Sao Paulo
Diminut Libbs Caixa 3 Cartelas Com 21 Comprimidos Revestidos,7896094201033,LIBBS,Diminut Libbs Caixa 3 Cartelas com 21 Comprimidos Revestidos,122.25,106.36,13.0%,Santo Remedio,Sudeste,Sao Paulo
Pietra Ed 2Mg Eurofarma Caixa 30 Comprimidos Revestidos,7891317140533,EUROFARMA,Pietra ED 2mg Eurofarma Caixa 30 Comprimidos Revestidos,65.86,57.3,13.0%,Santo Remedio,Sudeste,Sao Paulo
Loção Oleosa Dersani Original 200Ml,7898087340026,MEGALABS,,89.99,84.99,6.0%,Santo Remedio,Sudeste,Sao Paulo
Preservativo Camisinha Jontex Orgasmo em Sintonia - 4 Unidades,7891035990496,RECKITT BENCKISER OTC,,28.41,24.99,12.0%,Santo Remedio,Sudeste,Sao Paulo
MEIA MC 7 8 COM SILICONE SEM PONTEIRA TAM G COR MEL,7896191258534,KENDALL,Meia Média Compressão sem Ponteira 7/8 Mel Kendall Tamanho G,128.41,111.99,13.0%,Santo Remedio,Sudeste,Sao Paulo
Diclin Merck Caixa 63 Comprimidos Revestidos,7891721015366,MERCK S.A,,57.23,49.79,13.0%,Santo Remedio,Sudeste,Sao Paulo
Fita Missner Bege Micropore 2 5X0 9 Bege,7891800001617,CREMER,"Esparadrapo Impermeável Branco Cremer 10cm x 4,5m",43.15,40.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Miranova Caixa 21 Dreas,7896006201649,GENOM,,28.48,26.77,6.0%,Santo Remedio,Sudeste,Sao Paulo
Gel Lubrificante Íntimo K Sex 50G,7896006216568,UNIAO QUIMICA SIMILA,,21.0,11.99,43.0%,Santo Remedio,Sudeste,Sao Paulo
TIPOIA ORTOPEDICA MERCUR G,7896342452262,MERCUR,,54.99,44.99,18.0%,Santo Remedio,Sudeste,Sao Paulo
Demedrox 150Mg Ml Sus Inj 1Amp X 1Ml,7896006206781,GENOM,,50.79,44.19,13.0%,Santo Remedio,Sudeste,Sao Paulo
Ducha Ginecológica 300Ml Mercur Nº 12,7896342412372,MERCUR,,64.2,60.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Gaze Cicatrisan Não Aderente Com 10,7898108640838,SANFARMA,,5.25,4.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Primera 30 0 15 Mg 0 03 Mg 21 Comprimidos Eurofarma Similar,7891317177676,EUROFARMA,Primera 30 Eurofarma Caixa 21 Comprimidos,42.03,36.57,13.0%,Santo Remedio,Sudeste,Sao Paulo
"ESPAR NEXCARE MICROPORE 50MMX4,5M",7891040036271,3M,,34.73,32.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
"SER INS ULTRA FINE 0,3ML 6MM 31G",0382904916015,BD - SERINGAS E AGULHAS,Seringa para Insulina BD Ultra-Fine 6mm Pacote 30 Unidades,54.99,44.99,18.0%,Santo Remedio,Sudeste,Sao Paulo
Moliári 20 Eurofarma Caixa 24 Comprimidos Revestidos,7891317013158,EUROFARMA,Molièri 20 Eurofarma Caixa 24 Comprimidos Revestidos,68.97,60.0,13.0%,Santo Remedio,Sudeste,Sao Paulo
Preservativo Camisinha Olla Sensitive - 6 Unidades,7896222717962,RECKITT BENCKISER OTC,,21.04,19.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
"SER INS ULTRAFINE 0,5ML 6MM 10UND",0382904917012,BD - SERINGAS E AGULHAS,,54.99,44.99,18.0%,Santo Remedio,Sudeste,Sao Paulo
Sabonete Acnase Biolab 110G,7896082900054,BIOLAB SANUS,,16.53,13.72,17.0%,Santo Remedio,Sudeste,Sao Paulo
PROT OCULAR OFTAM PEQ COLORIDO 20UND,7897018510033,OFTAM,,27.99,24.99,11.0%,Santo Remedio,Sudeste,Sao Paulo
Preservativo Jontex Sensação Invisível 2 unidades,7891035991110,RECKITT BENCKISER OTC,,27.36,24.99,9.0%,Santo Remedio,Sudeste,Sao Paulo
Femiane Caixa 21 Dreas,7896006201588,GENOM,,59.38,59.38,,Santo Remedio,Sudeste,Sao Paulo
Yaz Bayer Caixa 24 4 Comprimidos Revestidos,7891106915342,BAYER,,108.99,95.99,12.0%,Santo Remedio,Sudeste,Sao Paulo
"Pilem 0,75Mg Com 2 Comprimidos União Química",7896006238751,UNIAO QUIMICA SIMILA,"Pilem 0,75mg União Química Caixa 2 Comprimidos",20.68,8.49,59.0%,Santo Remedio,Sudeste,Sao Paulo
Meia 3 4 Masculina Kendall Marrom Tamanho M,7896191218026,KENDALL,,116.83,101.99,13.0%,Santo Remedio,Sudeste,Sao Paulo
"Onua 0,075mg, caixa com 84 comprimidos revestidos",7898040324506,FQM,,82.97,72.18,13.0%,Santo Remedio,Sudeste,Sao Paulo
JOELHEIRA C/ORI TAM M,7898336431482,HIDROLIGHT,,59.99,59.99,,Santo Remedio,Sudeste,Sao Paulo
Protetor Seio Kuka Sil,7896000650450,KUKA,,34.73,34.73,,Santo Remedio,Sudeste,Sao Paulo
Tornozeleira Em Neoprene Ax Esportes,7898336430836,HIDROLIGHT,,48.41,48.41,,Santo Remedio,Sudeste,Sao Paulo
JOELHEIRA ELASTICA BAMBOO CINZA M,7898336438030,HIDROLIGHT,,37.88,35.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Level Biolab Caixa 63 Comprimidos Revestidos,7896112448358,BIOLAB SANUS,,84.63,73.63,13.0%,Santo Remedio,Sudeste,Sao Paulo
PRESERV BLOWTEX PRAZ PROLONG 6UND,7896007200788,BLOWTEX,,18.94,18.94,,Santo Remedio,Sudeste,Sao Paulo
Mínima Medley Caixa 24 Comprimidos Revestidos 4 Comprimidos Inertes,7896422507561,SANOFI - PRESCRIÇÃO,,99.81,86.83,13.0%,Santo Remedio,Sudeste,Sao Paulo
"ESPAR IMPERMEAVEL SANFARMA 100MMX4,5M",7898060039107,SANFARMA,,43.15,40.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
COLETOR DE URINA INF MED SHARP UNISEX,7898598360155,DESCARPACK,,2.31,2.19,5.0%,Santo Remedio,Sudeste,Sao Paulo
OLEO MINERAL UNIPHAR 100ML,7898031312697,UNIPHAR,,10.52,9.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Curativo Antis Microporoso Cicatrisante Com 10 213,7898108640678,SANFARMA,,5.25,5.25,,Santo Remedio,Sudeste,Sao Paulo
Medidor De Pressão Digital Pulso Omron Hem 6124,7896436906374,OMRON,,199.99,189.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
VASELINA SOLIDA 25G UNIPHAR,7898031310495,UNIPHAR,,7.36,7.36,,Santo Remedio,Sudeste,Sao Paulo
INALADOR OMRON NE C803-BR,073796803285,OMRON,,213.67,202.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Niki 30Mg 002Mg Com 72 Comprimidos,7894916510288,EMS PRESCRICAO,,174.48,151.8,13.0%,Santo Remedio,Sudeste,Sao Paulo
MONITOR PRES OMRON HEM- 7122,7896436906367,OMRON,,213.67,202.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
ACNEBLOCK SAB HERBAL 85G HERTZ,7896331706437,HERTZ,,28.29,12.99,54.0%,Santo Remedio,Sudeste,Sao Paulo
Acneblock S Sab 80Gr Uso Diario,7896331706277,HERTZ,,41.41,13.99,66.0%,Santo Remedio,Sudeste,Sao Paulo
TCM DERMA OLEO 200ML,7898446860837,GEOGRAPHICA DIST,,54.99,47.99,13.0%,Santo Remedio,Sudeste,Sao Paulo
INALADOR DE AR COMPRIMIDO INALAPOP NE-C704,7896436906527,OMRON,,212.62,201.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Esparadrapo Impermeável Nexcare Bege 12Mmx3M,7891040211517,3M,,9.46,8.49,10.0%,Santo Remedio,Sudeste,Sao Paulo
Roupa Íntima Tena Pants Men Tamanho P/M 8 Unidades,7896770980030,ESSITY,"""Roupa Íntima Descartável TENA Pants MEN é uma roupa íntima na cor azul descartável desenvolvida especialmente para homens com incontinência urinária moderada que buscam conforto, discrição, segurança contra vazamentos e manter o cuidado com a pele.
Possui neutralizador de odor e uma zona de absorção segura frontal, formato anatômico e masculino que se ajusta perfeitamente ao corpo proporcionando conforto, facilidade de uso.
A segurança deve-se especialmente à uma zona de absorção frontal que absorve rapidamente a urina, mantendo-a longe da pele e assim, deixando-a seca, reduzindo significativamente o risco de irritações ou infecções cutâneas.
Material flexível, macio e respirável, sem o ruído típico de plástico.""",34.73,32.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Curativo Cremer Minions 25un,7891800540413,CREMER,,19.99,19.99,,Santo Remedio,Sudeste,Sao Paulo
Ducha Ginecológica N° 10 Mercur,7896342412365,MERCUR,,58.94,57.99,2.0%,Santo Remedio,Sudeste,Sao Paulo
Depo Provera 150Mg Ml Wyeth Caixa 1Ml 1 Frasco Ampola Suspensão Injetável,7891268101799,PFIZER,,47.07,40.95,13.0%,Santo Remedio,Sudeste,Sao Paulo
Curativo Para Os Pés Nexcare,7891040178841,3M,Curativo para os Pés Transparente Sortidos Nexcare Caixa 15 Unidades,18.94,17.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Agulha Para Caneta Ultra Fine 8Mm Bd,382900121031,BD - SERINGAS E AGULHAS,,133.67,126.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Sabonete Em Barra Acnase Limpeza Profunda 85G,7898549756631,BIOLAB SANUS,Sabonete em Barra Limpeza Profunda Acnase Caixa 80g,18.67,13.72,27.0%,Santo Remedio,Sudeste,Sao Paulo
Joelheira Com Reforço Patelar Em Neoprene Hidrolight Or41 M,7898336430669,HIDROLIGHT,,45.25,42.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
ORTESE PUNHO C/TALA 3 TIRAS DIR TAM M,7908192703460,HIDROLIGHT,,48.41,47.99,1.0%,Santo Remedio,Sudeste,Sao Paulo
BALANCA DIGITAL OMROM HBF-514,073796514211,OMRON,,740.02,502.99,32.0%,Santo Remedio,Sudeste,Sao Paulo
MASCARA INALADOR INFANTIL C-922 OMRON,073796922214,OMRON,,37.88,35.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Traqueia Para Inalador Ultrassônico Respiramax,7896436901942,OMRON,,16.83,12.61,25.0%,Santo Remedio,Sudeste,Sao Paulo
Androcur 50Mg Bayer Caixa 20 Comprimidos,7891106907484,BAYER,,234.12,203.68,13.0%,Santo Remedio,Sudeste,Sao Paulo
AGULHA HIPODERMICA ESTERIL 25X7 GLID PRE,78909427,BD - SERINGAS E AGULHAS,,0.62,0.62,,Santo Remedio,Sudeste,Sao Paulo
Regulador Intestinal FIBERMAIS Colágeno Mix de Fibras Sabor Limão 300g,7891000256350,NESTLE,,138.94,131.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Nordette Wyeth Caixa 21 Dreas,7891045008433,PFIZER,,12.83,12.83,,Santo Remedio,Sudeste,Sao Paulo
ACCU CHEK ACTIVE TIRAS 10,4015630056460,ROCHE DIAGNOSTICOS A,,43.15,40.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Desogestrel 150Mcg Etinilestradiol 30Mcg Eurofarma Caixa 21 Comprimidos,7891317448943,EUROFARMA GENERICO,,31.82,20.99,34.0%,Santo Remedio,Sudeste,Sao Paulo
Regulador Intestinal FIBERMAIS 260g,7896001303119,NESTLE,Regulador Intestinal sem Sabor Nestlé Fiber Mais Lata 260g,138.94,131.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
CORRETOR POSTURAL HIDROLIGHT BOOST TAM M,7908192701350,HIDROLIGHT,,83.15,83.15,,Santo Remedio,Sudeste,Sao Paulo
GLICERINA BIDESTILADA FARMAX PURA 30ML,7896902217706,FARMAX,,6.31,4.99,21.0%,Santo Remedio,Sudeste,Sao Paulo
Esparadrapo Impermeável Sanfarma 50Mmx4 5Cm,7898108640944,SANFARMA,,29.46,27.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Ceci 2 mg + 1 mg com 28Comprimidos Revestidos,7896094210424,LIBBS,,90.29,78.55,13.0%,Santo Remedio,Sudeste,Sao Paulo
Esparadrapo Impermeável Nexcare Branco 50Mm X 3M,7891040090570,3M,Esparadrapo Impermeável Branco Nexcare 50mm x 3m,21.04,19.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
"Iziz 2,5 mg + 1,5mg com 84 Comprimidos",7896094209510,LIBBS,,128.6,111.88,13.0%,Santo Remedio,Sudeste,Sao Paulo
Enantato De Noretisterona Valerato De Estradiol Eurofarma Caixa 1 Seringa 1Ml Solução Injetável,7891317496388,EUROFARMA GENERICO,Enantato de Noretisterona + Valerato de Estradiol Eurofarma Caixa 1 Seringa Pré-Enchida com 1ml + Agulha Descartável com Sistema de Segurança Solução Injetável,29.47,26.99,8.0%,Santo Remedio,Sudeste,Sao Paulo
Belarina 2 0 02Mg Com 24 4 Comprimidos,7898582380268,GEDEON,,63.46,55.21,13.0%,Santo Remedio,Sudeste,Sao Paulo
Desogestrel 75mg 84Comprimidos Generico Legrand,7894916149044,LEGRAND GENERICO,,84.16,36.49,57.0%,Santo Remedio,Sudeste,Sao Paulo
Drospirenona Etinilestradiol Ems Caixa 24 Comprimidos Revestidos,7896004744957,EMS GENERICO,Drospirenona + Etinilestradiol EMS Caixa 24 Comprimidos Revestidos,70.79,33.49,53.0%,Santo Remedio,Sudeste,Sao Paulo
"Iziz 2,5 1 5Mg Cart 28 Comp Rev",7896094209503,LIBBS,,46.93,40.83,13.0%,Santo Remedio,Sudeste,Sao Paulo
Natifa Pro Ubd Caixa 28 Comp Rev,7896094208506,LIBBS,,92.69,80.64,13.0%,Santo Remedio,Sudeste,Sao Paulo
"Noretisterona 0,35mg, caixa com 35 comprimidos Generico Biolab",7896112401407,BIOLAB GENERICO,,10.87,9.99,8.0%,Santo Remedio,Sudeste,Sao Paulo
Neovlar Caixa 21 Dreas,7896006201687,GENOM,Neovlar Bayer Caixa 21 Drágeas,9.22,8.94,3.0%,Santo Remedio,Sudeste,Sao Paulo
Água Oxigenada Farmax 30 Volumes,7896902204423,FARMAX,,6.99,4.49,36.0%,Santo Remedio,Sudeste,Sao Paulo
Primera 30 Eurofarma Caixa 63 Comprimidos,7891317177683,EUROFARMA,,88.28,76.8,13.0%,Santo Remedio,Sudeste,Sao Paulo
Gestinol 30 75Mcg Caixa 3Bl X 28 Comp Rev,7896094203068,LIBBS,,165.2,122.99,26.0%,Santo Remedio,Sudeste,Sao Paulo
ROUPA INTIMA PLENITUD PROTECT PLUS P/M LEVE24PAGUE22,7896007549993,KIMBERLY,,109.99,101.99,7.0%,Santo Remedio,Sudeste,Sao Paulo
Mercilon Schering Plough Caixa 21 Comprimidos,7897337716307,ORGANON BRASIL,Mercilon Schering-Plough Caixa 21 Comprimidos,61.13,53.18,13.0%,Santo Remedio,Sudeste,Sao Paulo
ESPAR MICROP BRANCO 25X45CM-5826 3M,7891040005826,3M,"Fita Micropore Branca Original Nexcare 25mm x 4,5m",17.88,16.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
CAPA PROT P CERDAS CONDOR,7891055804001,CONDOR,Capa Protetora de Cerdas para Escova Dental Condor Blister 3 Unidades,11.57,8.99,22.0%,Santo Remedio,Sudeste,Sao Paulo
Umidificante Umidiliz 250Ml,7896279112628,MURIEL DO BRASIL,,11.57,11.57,,Santo Remedio,Sudeste,Sao Paulo
AGUA BORICADA 100ML UNIPHAR,7898031310082,UNIPHAR,,5.25,4.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
ACCU CHEK GUIDE TIRAS TEST STRIP 25 TIRAS,4015630066834,ROCHE DIAGNOSTICOS A,,82.09,77.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
JOELHEIRA C/ORI TAM G,7898336431499,HIDROLIGHT,,59.99,59.99,,Santo Remedio,Sudeste,Sao Paulo
"Cherry 2mg + 0,03mg, caixa com 21 comprimidos revestidos",7908134200279,FQM,,43.86,38.16,13.0%,Santo Remedio,Sudeste,Sao Paulo
Microdiol Schering Plough Caixa 21 Comprimidos,7897337716345,ORGANON BRASIL,,48.9,42.54,13.0%,Santo Remedio,Sudeste,Sao Paulo
INALADOR RESPIRE MAX ULTRA SONICO,7896436905797,OMRON,,308.4,282.99,8.0%,Santo Remedio,Sudeste,Sao Paulo
Atadura Elástica Tensor 10Cm,7896191233005,KENDALL,,32.62,25.99,20.0%,Santo Remedio,Sudeste,Sao Paulo
